ID,Address,Name,Gender,Age,Average Dollar,Latitude,Longitude
747,"342 Banyon Brook PT Roswell, GA 30076",Buffy Dodson,female,42,562,33.9892256099,-84.2840418798
748,"8117 Overview CT Roswell, GA 30076",Ewa Gates,female,19,886,33.9793338338,-84.2802749752
749,"8412 Haven Wood TRL Roswell, GA 30076",Rosario Potter,male,31,274,33.9860804419,-84.281958014
750,"2424 The Fifth Fairway Roswell, GA 30076",Christopher Chase,male,59,478,33.9781323426,-84.2863989667
751,"8408 Haven Wood TRL Roswell, GA 30076",Cleo Harrington,male,9,487,33.9860548369,-84.2819171869
752,"8311 Riverbirch DR Roswell, GA 30076",Whitley Armstrong,female,32,260,33.981915053,-84.2823121361
753,"2724 Satinwood DR Roswell, GA 30076",Latoyia Olsen,female,22,561,33.9813571633,-84.2802858231
754,"204 Merritt DR Roswell, GA 30076",Ricky Avila,male,47,241,33.9831979126,-84.2811383617
755,"2638 Misty Morning LN Roswell, GA 30076",Ardell Sharpe,female,38,547,33.987086962,-84.2861850048
756,"8309 Overview CT Roswell, GA 30076",Alessandra Forbes,female,27,115,33.9814148912,-84.2787579498
757,"647 Winnmark DR Roswell, GA 30076",Perry Alexander,male,58,195,33.9824139511,-84.2862042276
758,"2428 Village On The GRN Roswell, GA 30076",Sylvester Leach,male,66,624,33.9784691519,-84.2870018672
759,"116 Lazy Laurel Chase Roswell, GA 30076",Gertrud Randolph,female,49,803,33.989317482,-84.2806995522
760,"8147 Overview CT Roswell, GA 30076",Santos Mccray,male,14,228,33.9795490935,-84.2800428198
761,"8274 Overview CT Roswell, GA 30076",Columbus Gilmore,male,44,433,33.9812287322,-84.2788932478
762,"322 Seventeenth Fairway Roswell, GA 30076",Jonie Arnold,female,38,415,33.9836195906,-84.2828092225
763,"8306 Riverbirch DR Roswell, GA 30076",Leo Blackburn,female,15,657,33.9820603952,-84.2821914494
764,"2410 Village On The GRN Roswell, GA 30076",Sabine Doyle,female,65,104,33.9784911649,-84.2870816641
765,"2618 Satinwood DR Roswell, GA 30076",Glendora Morse,female,23,135,33.9813610393,-84.2814238092
766,"2733 Satinwood DR Roswell, GA 30076",Kimi Kim,female,69,604,33.9812012715,-84.2802624224
767,"109 Lazy Laurel Chase Roswell, GA 30076",Adelle Torres,female,29,324,33.9892451456,-84.2804862708
768,"2547 Links End Roswell, GA 30076",Miles Copeland,male,25,901,33.9789229127,-84.2853648988
769,"322 Merritt DR Roswell, GA 30076",Irvin Stevens,male,24,536,33.9839660517,-84.2798651192
770,"8110 Overview CT Roswell, GA 30076",Rico Alford,male,35,59,33.9793688569,-84.2804012788
771,"49 Lazy Laurel Close Roswell, GA 30076",Mauro Padilla,male,37,78,33.9890552563,-84.2804589824
772,"226 Merritt DR Roswell, GA 30076",Margeret Page,female,11,388,33.9832429832,-84.2808195411
773,"8440 Riverbirch DR Roswell, GA 30076",Daryl Bryant,female,38,104,33.9848274344,-84.2818359892
774,"8509 Haven Wood TRL Roswell, GA 30076",Marcellus Bishop,male,68,362,33.98655993,-84.283226666
775,"306 Merritt DR Roswell, GA 30076",Pat Gill,male,47,740,33.9838080845,-84.280057747
776,"2511 The Fifth Fairway Roswell, GA 30076",Lynelle Harvey,female,12,299,33.9778628075,-84.2856654024
777,"625 Winnmark DR Roswell, GA 30076",Raymond Holloway,female,65,202,33.9830594774,-84.2861010132
778,"303 Seventeenth Fairway Roswell, GA 30076",Dot Vance,female,10,429,33.9834200335,-84.2825864727
779,"145 Lazy Laurel Chase Roswell, GA 30076",Zenobia Daugherty,female,23,153,33.9898198646,-84.2812917794
780,"354 Banyon Brook PT Roswell, GA 30076",Florencia Noel,female,60,529,33.989203301,-84.2841888586
781,"533 Fourth Fairway DR Roswell, GA 30076",Jarvis Galloway,male,55,364,33.9806279064,-84.2816185655
782,"218 Merritt DR Roswell, GA 30076",Merrill Underwood,female,28,383,33.9832271703,-84.2809347494
783,"348 Seventeenth Fairway Roswell, GA 30076",Marlana Hubbard,female,40,884,33.9838646515,-84.2828979335
784,"8291 Overview CT Roswell, GA 30076",Kiana Ferguson,female,42,678,33.9813398807,-84.2787658456
785,"101 Willow Brook DR Roswell, GA 30076",Rutha Ballard,female,27,209,33.9841377665,-84.2816287805
786,"2737 Hazy Hollow RUN Roswell, GA 30076",Gertha Raymond,female,59,469,33.9854520501,-84.2835456748
787,"41 Lazy Laurel Close Roswell, GA 30076",Warner Cole,male,30,399,33.9890552563,-84.2804589824
788,"2448 Steeple Chase DR Roswell, GA 30076",Nicholle Weiss,female,11,303,33.9853839151,-84.2871208441
789,"8311 Overview CT Roswell, GA 30076",Ted Spencer,male,32,719,33.9814232257,-84.2787570725
790,"121 Willow Brook DR Roswell, GA 30076",Ken Perez,male,36,238,33.9842303748,-84.2812249055
791,"8446 Riverbirch DR Roswell, GA 30076",Nelson Wooten,male,52,426,33.9845250267,-84.281830726
792,"8503 Haven Wood TRL Roswell, GA 30076",Isaias Rodgers,male,10,174,33.9865061059,-84.2829785407
793,"2703 Hazy Hollow RUN Roswell, GA 30076",Kennith Gibson,male,8,155,33.9857322882,-84.2842278414
794,"2713 Satinwood DR Roswell, GA 30076",Neely Morgan,female,40,303,33.9813235009,-84.280678343
795,"348 Merritt DR Roswell, GA 30076",Isa Lawrence,female,5,563,33.9840100371,-84.2794545596
796,"2634 Links End Roswell, GA 30076",Armandina Shelton,female,30,420,33.978459123,-84.2844943739
797,"264 Seventeenth Fairway Roswell, GA 30076",Buford Mullen,male,26,434,33.9831032827,-84.2825697754
798,"434 Fourth Fairway DR Roswell, GA 30076",Teresia Franklin,female,65,170,33.9815334509,-84.2816005302
799,"644 Winnmark DR Roswell, GA 30076",Kristle Morales,female,51,540,33.9823425426,-84.28610082
800,"233 Willow Brook DR Roswell, GA 30076",Tomi Hines,female,51,325,33.9856902061,-84.2802811194
801,"8403 Haven Wood TRL Roswell, GA 30076",Jonas Chapman,male,55,290,33.9862654065,-84.2816250167
802,"203 Shadowledge LN Roswell, GA 30076",Courtney Mercado,male,42,495,33.9885218471,-84.2818557383
803,"8555 Haven Wood TRL Roswell, GA 30076",Denny Reynolds,female,38,253,33.9881957597,-84.2836000152
804,"208 Willow Brook DR Roswell, GA 30076",Stephane Dawson,female,14,88,33.9855551465,-84.2807337035
805,"8323 Overview CT Roswell, GA 30076",Timmy Atkinson,male,34,216,33.9814732326,-84.2787518086
806,"134 Willow Brook DR Roswell, GA 30076",Franklyn Bentley,male,40,287,33.9844303622,-84.2809833281
807,"427 Fourth Fairway DR Roswell, GA 30076",Marshall Rich,female,27,551,33.9816715428,-84.2817395858
808,"2437 Village On The GRN Roswell, GA 30076",Josh Franco,male,43,699,33.9783284699,-84.2870025118
809,"2514 Links End Roswell, GA 30076",Joseph Johnston,male,37,299,33.9792246568,-84.2855850063
810,"8404 Haven Wood TRL Roswell, GA 30076",Ling Jordan,female,20,93,33.9860211055,-84.281874374
811,"2716 Misty Morning LN Roswell, GA 30076",Sherril Spence,female,47,370,33.9875028408,-84.2848850327
812,"223 Shadowledge LN Roswell, GA 30076",Kory Steele,male,12,249,33.9883076245,-84.281862039
813,"245 Seventeenth Fairway Roswell, GA 30076",Agustin Gibson,male,47,81,33.9826200247,-84.2825984112
814,"2609 Links End Roswell, GA 30076",Yevette Garza,female,40,293,33.9784990063,-84.2848160646
815,"8327 Riverbirch DR Roswell, GA 30076",Arlette Rowe,female,14,201,33.981940692,-84.2820056789
816,"209 Merritt DR Roswell, GA 30076",Willian Golden,male,14,487,33.9830713427,-84.2810600846
817,"8410 Steeple Chase DR Roswell, GA 30076",Nicky Aguirre,male,40,224,33.9848458255,-84.2837830546
818,"8109 Riverbirch DR Roswell, GA 30076",Oneida Camacho,female,7,47,33.9772944005,-84.2872802746
819,"131 Willow Brook DR Roswell, GA 30076",Mitchell Kim,female,8,652,33.9842766789,-84.2810229681
820,"2744 Hazy Hollow RUN Roswell, GA 30076",Apryl Trevino,female,35,496,33.9856105734,-84.283415496
821,"328 Merritt DR Roswell, GA 30076",Palmer Johnson,male,63,76,33.9839931913,-84.2797666912
822,"2408 The Fifth Fairway Roswell, GA 30076",Myrta Guerrero,female,24,581,33.9782319813,-84.2865132471
823,"244 Merritt DR Roswell, GA 30076",Charita Bruce,female,63,325,33.9832878342,-84.2805742181
824,"2614 Satinwood DR Roswell, GA 30076",Avery Larsen,male,14,354,33.9813580799,-84.281456658
825,"8305 Overview CT Roswell, GA 30076",Lavonia Pearson,female,23,98,33.9813982222,-84.2787597044
826,"2742 Misty Morning LN Roswell, GA 30076",Lorriane Knowles,female,23,232,33.9878044619,-84.2845649366
827,"104 Willow Brook DR Roswell, GA 30076",Damien Hays,male,12,507,33.9842892411,-84.2815784915
828,"8416 Haven Wood TRL Roswell, GA 30076",Breann Stevens,female,53,587,33.9861098619,-84.2820051873
829,"2411 Village On The GRN Roswell, GA 30076",Loris Garcia,female,40,777,33.9783602663,-84.2871177741
830,"2544 Steeple Chase DR Roswell, GA 30076",Rod Blackwell,male,13,366,33.9852236248,-84.2868753081
831,"213 Shadowledge LN Roswell, GA 30076",Rolando Burgess,male,30,246,33.9884147358,-84.2818588886
832,"8111 Overview CT Roswell, GA 30076",Lenita Stark,female,44,728,33.9792993336,-84.2803023277
833,"232 Willow Brook DR Roswell, GA 30076",Kristopher Cohen,male,39,815,33.9858266691,-84.2802976604
834,"2485 The Fifth Fairway Roswell, GA 30076",Rogelio Moody,male,63,771,33.9780688443,-84.2864626341
835,"8570 Steeple Chase DR Roswell, GA 30076",Pia Robinson,female,43,627,33.9879671084,-84.2910207542
836,"8514 Haven Wood TRL Roswell, GA 30076",Guadalupe Austin,male,63,276,33.9866335145,-84.2835227783
837,"220 Merritt DR Roswell, GA 30076",Diedre Reynolds,female,67,122,33.9834254238,-84.2802766531
838,"8627 Steeple Chase DR Roswell, GA 30076",Dustin Norman,male,55,460,33.989295617,-84.2913378253
839,"2430 The Fifth Fairway Roswell, GA 30076",Raphael Schroeder,male,15,357,33.9780949574,-84.2863597122
840,"8644 Steeple Chase DR Roswell, GA 30076",Tony Singleton,male,54,135,33.9898095687,-84.292056789
841,"339 Banyon Brook PT Roswell, GA 30076",Franchesca Hurst,female,22,539,33.989352812,-84.2835830241
842,"2416 The Fifth Fairway Roswell, GA 30076",Darius Holman,male,22,212,33.9781864272,-84.2864555452
843,"520 Fourth Fairway DR Roswell, GA 30076",Serafina Santiago,female,47,505,33.97981304,-84.2815660951
844,"8615 Haven Wood TRL Roswell, GA 30076",Ricky Caldwell,male,15,631,33.9885850635,-84.2815394715
845,"8126 Riverbirch DR Roswell, GA 30076",Cecil Soto,male,35,390,33.978181246,-84.2868001154
846,"1018 Windsor TRL Roswell, GA 30076",Robena Sloan,female,41,557,34.0476541413,-84.351598091
847,"120 Houze WAY Roswell, GA 30076",Fernanda Pierce,female,46,492,34.0509620239,-84.3587258159
848,"340 Putting Green LN Roswell, GA 30076",Sherice Maddox,female,24,211,34.0436903603,-84.3498691828
849,"1300 Chipping CT Roswell, GA 30076",Marquis Terrell,male,8,81,34.0429814965,-84.3536468065
850,"138 Bent Grass DR Roswell, GA 30076",Rocky Heath,male,24,348,34.0438606294,-84.3553851537
851,"8380 Parker PL Roswell, GA 30076",Omar Sanchez,male,15,377,34.0505388801,-84.3607169575
852,"2300 Macy DR Roswell, GA 30076",Graham Wilcox,male,66,684,34.0489955958,-84.3601005447
853,"400 Page PL Roswell, GA 30076",Olin Wilkins,male,10,342,34.0511800129,-84.34913939
854,"700 Macy DR Roswell, GA 30076",Aron Burt,male,57,147,34.0477757918,-84.3581251755
855,"1200 Chipping CT Roswell, GA 30076",Johnie Haynes,male,5,122,34.0429874488,-84.3536508476
856,"3061 Bellingrath BLVD Roswell, GA 30076",Chaya Mullins,female,67,472,34.0473659509,-84.3539435724
857,"921 Windsor TRL Roswell, GA 30076",Brady Mclaughlin,male,27,557,34.0459553668,-84.3492404496
858,"1235 Falstaff DR Roswell, GA 30076",Orval Ramsey,male,19,531,34.0522305486,-84.3488547393
859,"435 Houze WAY Roswell, GA 30076",Graham Reynolds,male,12,79,34.0483598512,-84.3484223175
860,"160 Bent Grass DR Roswell, GA 30076",Hollis Gross,female,21,389,34.0446224285,-84.3555222571
861,"240 Bent Grass DR Roswell, GA 30076",Tran Erickson,female,61,520,34.0447735299,-84.3534224162
862,"900 Bogie CT Roswell, GA 30076",Dodie Mckinney,female,61,180,34.0457741147,-84.3489238907
863,"333 Putting Green LN Roswell, GA 30076",Matthew Manning,female,33,306,34.0435539689,-84.3501858285
864,"800 Macy DR Roswell, GA 30076",Judson Ellis,male,26,209,34.0478321644,-84.3580571968
865,"334 Crossville CT Roswell, GA 30076",Golden Edwards,female,40,40,34.0415453066,-84.3506317732
866,"2031 Lancaster SQ Roswell, GA 30076",Horace Carson,male,25,710,34.0512947641,-84.3545363451
867,"2400 Macy DR Roswell, GA 30076",Linsey Mercer,female,36,426,34.0484337061,-84.3600549223
868,"302 Robin CT Roswell, GA 30076",Rayford Justice,male,52,392,34.0478270586,-84.3514395203
869,"108 Bent Grass DR Roswell, GA 30076",Carlo Sutton,male,13,552,34.0429871256,-84.355480499
870,"1100 Chipping CT Roswell, GA 30076",Naoma Alford,female,11,495,34.042984408,-84.3537151535
871,"1000 Macy DR Roswell, GA 30076",Lekisha Hubbard,female,12,232,34.0479767352,-84.3577612134
872,"144 Bent Grass DR Roswell, GA 30076",Lionel Mclaughlin,male,49,624,34.0439861565,-84.3554362403
873,"1231 Falstaff DR Roswell, GA 30076",Florentina Hull,female,5,404,34.0521790187,-84.3488767792
874,"200 Macy DR Roswell, GA 30076",Franklin Head,male,43,693,34.0468403744,-84.3586168828
875,"8710 Parker PL Roswell, GA 30076",Maddie Gomez,female,21,298,34.0494424566,-84.3603921618
876,"837 Windsor TRL Roswell, GA 30076",Eric Weber,male,61,632,34.0443302257,-84.3487525639
877,"8713 Parker PL Roswell, GA 30076",Luci Martinez,female,69,652,34.0494757752,-84.3602992931
878,"1500 Chipping CT Roswell, GA 30076",Sonny Patterson,male,37,399,34.0434245482,-84.3536398176
879,"8174 Parker PL Roswell, GA 30076",Maynard Holmes,male,66,73,34.0499837069,-84.3597927037
880,"323 Houze WAY Roswell, GA 30076",Modesto Goodman,male,55,486,34.0499849025,-84.3519327093
881,"500 Macy DR Roswell, GA 30076",Rueben Rivas,male,48,227,34.0474819075,-84.3584952626
882,"1700 Macy DR Roswell, GA 30076",Jonas Cleveland,male,48,732,34.0489527459,-84.3589351143
883,"8210 Parker PL Roswell, GA 30076",Bobby Snider,male,17,123,,
884,"8000 English Rose WAY Roswell, GA 30076",Jayson Tyler,male,40,279,34.0479860383,-84.3556979245
885,"8406 Parker PL Roswell, GA 30076",Jesse Slater,male,23,454,34.0503813083,-84.3599940159
886,"1600 Macy DR Roswell, GA 30076",Jerlene Blankenship,female,58,314,34.0490537757,-84.3590418088
887,"1025 Lancaster SQ Roswell, GA 30076",Dorathy Franklin,female,24,45,34.0523900255,-84.3557378137
888,"2100 Macy DR Roswell, GA 30076",Epifania Charles,female,63,456,34.0491338877,-84.3591834376
889,"1900 Macy DR Roswell, GA 30076",Karmen Strong,female,24,192,34.0487601533,-84.3586670989
890,"1500 Macy DR Roswell, GA 30076",Lady Lara,female,42,586,34.0486815479,-84.3582455332
891,"46 Houze WAY Roswell, GA 30076",Piper Riggs,female,34,338,34.051214071,-84.3596252782
892,"8117 Parker PL Roswell, GA 30076",Nichol Ball,female,58,264,34.0502705173,-84.3598561368
893,"449 Robin CT Roswell, GA 30076",Jeffery Barber,male,36,188,34.0471867286,-84.3494851333
894,"3003 Lancaster SQ Roswell, GA 30076",Maximina Nelson,female,65,257,34.0512947641,-84.3545363451
895,"8294 Parker PL Roswell, GA 30076",Cyril Camacho,male,49,137,34.0505288229,-84.3603448377
896,"1103 Falstaff DR Roswell, GA 30076",Sydney Mayer,male,15,470,34.0488049086,-84.3491245704
897,"1300 Macy DR Roswell, GA 30076",Carmine Booth,male,31,151,34.0485780548,-84.357812778
898,"2500 Macy DR Roswell, GA 30076",Rico Dillon,male,8,535,34.0487515639,-84.3596740639
899,"433 Barkshire LN Roswell, GA 30076",Tameika Mcpherson,female,19,395,34.0531033299,-84.3494448954
900,"421 Putting Green LN Roswell, GA 30076",Shera Chen,female,22,669,34.0435482617,-84.3490586662
901,"134 Houze WAY Roswell, GA 30076",Myesha Cooper,female,34,479,34.0509143393,-84.3585556473
902,"2200 Macy DR Roswell, GA 30076",Sherly Clements,female,67,563,34.0488870011,-84.3596624989
903,"8162 Parker PL Roswell, GA 30076",Adriene Graham,female,51,304,34.0500136182,-84.3598240797
904,"900 Par CT Roswell, GA 30076",Denyse Stevenson,female,42,434,34.0460372591,-84.3514383063
905,"8538 Parker PL Roswell, GA 30076",Alexander Daniel,female,31,86,34.0498230018,-84.3601759054
906,"100 Macy DR Roswell, GA 30076",Jessenia Cantu,female,41,238,34.047118829,-84.3588527957
907,"442 Barkshire LN Roswell, GA 30076",Louis Strickland,male,20,149,34.0532351403,-84.3492378845
908,"328 Barkshire LN Roswell, GA 30076",Hiram Hahn,male,9,461,34.0533047787,-84.3515504623
909,"7000 Evergreen PL Roswell, GA 30076",Lakenya Mayer,female,40,204,34.0475399217,-84.3540461104
910,"1249 Falstaff DR Roswell, GA 30076",Gwyneth Fields,female,30,295,34.0524109033,-84.3487775997
911,"8046 Parker PL Roswell, GA 30076",Tommye Sullivan,female,41,391,34.0506459274,-84.3597707268
912,"3034 Lancaster SQ Roswell, GA 30076",Myrl Ramsey,female,57,602,34.0509899971,-84.354609748
913,"1400 Chipping CT Roswell, GA 30076",Chet Justice,male,49,805,34.0431394716,-84.3536473248
914,"7000 Gaineswood DR Roswell, GA 30076",Sari Bird,female,61,452,34.045688718,-84.3554971428
915,"238 Bent Grass DR Roswell, GA 30076",Wesley Hughes,male,52,121,34.0448135073,-84.3538336058
916,"1400 Macy DR Roswell, GA 30076",Florance Finch,female,43,225,34.0486329625,-84.3580335239
917,"951 Windsor TRL Roswell, GA 30076",Izetta Morales,female,60,633,34.0460069987,-84.3507906745
918,"300 Macy DR Roswell, GA 30076",Stephan Franklin,male,6,453,34.0472144413,-84.3589127854
919,"330 Bent Grass DR Roswell, GA 30076",Rico Crane,male,26,129,34.0444142118,-84.3505814005
920,"956 Windsor TRL Roswell, GA 30076",Charley Miles,male,56,663,34.0458905858,-84.3510622268
921,"1200 Macy DR Roswell, GA 30076",Alise Snider,female,57,225,34.0483517381,-84.3577226317
922,"1800 Macy DR Roswell, GA 30076",Shirleen Woods,female,50,444,34.0488561332,-84.3588030705
923,"320 Barkshire LN Roswell, GA 30076",Gerry Miles,male,11,612,34.0533096657,-84.3517127485
924,"308 Houze WAY Roswell, GA 30076",Brinda Cohen,female,37,494,34.0501866311,-84.3521767775
925,"6040 Gaineswood DR Roswell, GA 30076",Dann Mcgee,female,45,505,34.0462629745,-84.3560468615
926,"8047 Parker PL Roswell, GA 30076",Teofila Gould,female,33,319,34.0506430206,-84.3597713294
927,"236 Putting Green LN Roswell, GA 30076",Dee Durham,male,15,442,34.0437209969,-84.3533489815
928,"8335 Parker PL Roswell, GA 30076",Gearldine Fuentes,female,64,791,34.0505336176,-84.3605222436
929,"1039 Windsor TRL Roswell, GA 30076",Kasi Taylor,female,5,528,34.0481824286,-84.3514840639
930,"1036 Lancaster SQ Roswell, GA 30076",Jacinto Rutledge,male,63,550,34.0518511849,-84.3558497206
931,"306 Bent Grass DR Roswell, GA 30076",Myrle Fulton,female,29,314,34.0448010868,-84.3520287593
932,"8308 Parker PL Roswell, GA 30076",Alden Randolph,male,17,354,34.0505304601,-84.3604054153
933,"814 Windsor TRL Roswell, GA 30076",Margart Chavez,female,18,431,34.0439160834,-84.3488674361
934,"348 Barkshire LN Roswell, GA 30076",Amos Atkins,male,33,669,34.0532925615,-84.3511447469
935,"44 Houze WAY Roswell, GA 30076",Napoleon Ochoa,male,29,350,34.0512506753,-84.3597606814
936,"6026 Gaineswood DR Roswell, GA 30076",Tanner Woodard,male,20,649,34.0470754121,-84.3560333496
937,"8224 Parker PL Roswell, GA 30076",Macie Chang,female,68,348,34.0505206367,-84.3600419495
938,"8309 Parker PL Roswell, GA 30076",Walton Bray,male,61,622,34.050530577,-84.3604097423
939,"208 Houze WAY Roswell, GA 30076",Ivory Wynn,male,67,225,34.0502600186,-84.3542741569
940,"8220 Parker PL Roswell, GA 30076",Lala Combs,female,26,298,34.0504854821,-84.3601231363
941,"505 Houze WAY Roswell, GA 30076",Shirely Ortiz,female,33,266,34.0472558584,-84.3455635916
942,"1026 Windsor TRL Roswell, GA 30076",Cristopher Hernandez,male,56,258,34.0479124342,-84.3515989361
943,"900 Macy DR Roswell, GA 30076",Stormy Hodge,female,36,200,34.047888537,-84.3579892182
944,"337 Robin CT Roswell, GA 30076",Roderick Chapman,male,13,716,34.0476528015,-84.3509739829
945,"8249 Parker PL Roswell, GA 30076",Adolph Butler,male,69,228,34.0505235603,-84.3601501238
946,"803 Windsor TRL Roswell, GA 30076",Gail Ewing,male,11,232,34.0437099245,-84.3487525639
